Computer name,User  Account ,Adobe CC software ,Operating System ,Last Logon Time Stamp
16421-XXX0M2,kaserr,Bridge CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,Audition CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,After Effects CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,Character Animator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,Dreamweaver CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,InCopy CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,Flash Builder Premium,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16421-XXX0M2,kaserr,Media Encoder CC,Microsoft Windows NT Workstation 10.0,3/24/2018 19:53
16425-XYK7M2,smolard,Photoshop CC,Microsoft Windows NT Workstation 10.0,
16425-XYK7M2,smolard,InCopy CC,Microsoft Windows NT Workstation 10.0,
16425-XYK7M2,smolard,InDesign CC,Microsoft Windows NT Workstation 10.0,
16431-YJN7M2,yooh,Fireworks CS6,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Character Animator CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,SpeedGrade CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Bridge CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,InCopy CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Fuse CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Photoshop CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,InDesign CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Dreamweaver CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Prelude CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Flash Builder Premium,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Audition CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Media Encoder CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Premiere Pro CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,After Effects CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Scout CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Muse CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16431-YJN7M2,yooh,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/18/2018 0:04
16434-YDT7M2,privbrianl,Scout CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,SpeedGrade CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,InCopy CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,InDesign CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Prelude CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Muse CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Premiere Pro CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Audition CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Fireworks CS6,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Character Animator CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,After Effects CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Bridge CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Dreamweaver CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Fuse CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Flash Builder Premium,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16434-YDT7M2,privbrianl,Media Encoder CC,Microsoft Windows NT Workstation 10.0,3/19/2018 16:56
16441-YHQ7M2,pascualr,Photoshop CC,Microsoft Windows NT Workstation 10.0,3/26/2018 8:51
ADMN10X-CDHM12,trujilma,Bridge CC,Microsoft Windows NT Workstation 6.1,2/5/2018 19:05
ADMN10X-CDHM12,trujilma,Photoshop CC,Microsoft Windows NT Workstation 6.1,2/5/2018 19:05
ADMN10X-CDHM12,trujilma,Illustrator CC,Microsoft Windows NT Workstation 6.1,2/5/2018 19:05
ADMN10X-CDHM12,trujilma,InDesign CC,Microsoft Windows NT Workstation 6.1,2/5/2018 19:05
ADMN114X-DS4N32,clarrya,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/27/2018 8:35
ADMN114X-DS4N32,clarrya,InDesign CC,Microsoft Windows NT Workstation 6.1,3/27/2018 8:35
ADMN114X-DS4N32,clarrya,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/27/2018 8:35
ADMN114X-DS4N32,clarrya,Bridge CC,Microsoft Windows NT Workstation 6.1,3/27/2018 8:35
ADMN120X-06HG12,solarikl,InDesign CC,Microsoft Windows NT Workstation 6.1,3/23/2018 15:48
ADMN120X-06HG12,solarikl,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/23/2018 15:48
ADMN120X-CB6HG1,callanac,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/22/2018 22:48
ADMN120X-CB6HG1,callanac,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/22/2018 22:48
ADMN120X-CB6HG1,callanac,InDesign CC,Microsoft Windows NT Workstation 6.1,3/22/2018 22:48
ADMN120X-M4QS32,chapmank,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 20:25
ADMN120X-M4QS32,chapmank,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 20:25
ADMN120X-M4QS32,chapmank,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 20:25
ADMN120X-M4QS32,chapmank,Premiere Pro CC,Microsoft Windows NT Workstation 6.1,3/19/2018 20:25
BANN203-J751XN,led7,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 8:37
BANN203-J751XT,beeryp1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/20/2018 16:03
BANN203-J751YG,dangm5,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/23/2018 20:10
BANN203-J751YH,vuh8,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 3:26
BANN203-J751YV,mohamudm,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/23/2018 15:58
BANN203-J751YX,trann23,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 14:29
BANN203-J751ZL,trann23,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 12:59
BANN204-J751XL,taylor26,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/21/2018 11:27
BANN204-J751XR,furtonr,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/27/2018 12:08
BANN204-J751YA,trann23,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/21/2018 7:40
BANN204-J751YM,burgid,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 10:00
BANN204-J751ZB,caballe4,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/26/2018 4:37
BANN204-J751ZM,almoser,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/23/2018 0:36
BANN204-J751ZV,gulartej,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/19/2018 4:00
BANN204-J752AA,trann23,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/21/2018 1:33
BANN204-J752AB,kalmusj1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/20/2018 3:20
BANN205-J751XY,brewerc2,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/20/2018 0:30
BANN205-J751YB,bosse,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/23/2018 22:20
BANN205-J751YP,oharaj1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/21/2018 7:50
BANN205-J751YR,masonh1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 13:16
BANN205-J751ZC,hartleyr,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 20:29
BANN205-J751ZR,vurkacm,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/25/2018 7:18
BANN205-J751ZT,alyamiy,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 15:32
BANN205-J751ZW,carregh1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 18:28
BANN207-J751XP,snodderl,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/18/2018 18:38
BANN207-J751YD,winartoi,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 15:26
BANN207-J751YK,bosse,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 8:13
BANN207-J751YL,deand,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/25/2018 4:15
BANN207-J751YT,doant1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/26/2018 5:19
BANN207-J751YZ,winartoi,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/27/2018 16:41
BANN207-J751ZH,grobd,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/25/2018 18:58
BANN207-J751ZK,doant1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 5:08
BANN207-J751ZX,nishinak,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/24/2018 6:47
BANN207-J751ZZ,engj3,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/22/2018 22:46
BANN210-7WXQF2,masonc1,Illustrator CC,Microsoft Windows NT Workstation 10.0,2/12/2018 23:49
BANN210-DYVDH2,masonc1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/19/2018 8:30
BANN210-DYWDH2,masonc1,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/23/2018 16:31
BANN210-DYXDH2,Laser210,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/25/2018 18:22
BANN210-F1SRF2,vurkacm,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/9/2018 13:53
BANN210-GJHPD2,bankhear,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/18/2018 19:29
BANN216-J751ZA,alyamiy,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/27/2018 9:34
BANN219-WTBHK2,privfernandes,Illustrator CC,Microsoft Windows NT Workstation 10.0,12/29/2017 11:17
CAMP100H-C7NB42,albertt,Illustrator CC,Microsoft Windows NT Workstation 6.1 (Tablet Edition),2/2/2018 9:43
CAMP100H-C7NB42,albertt,Photoshop CC,Microsoft Windows NT Workstation 6.1 (Tablet Edition),2/2/2018 9:43
CASY100X-FQNK52,fullera4,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/22/2018 20:26
CASY100X-FQNK52,fullera4,InDesign CC,Microsoft Windows NT Workstation 6.1,3/22/2018 20:26
CASY100X-FQNK52,fullera4,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/22/2018 20:26
CASY120X-FNMB42,newelll,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 20:08
CHRY100X-1RGKH1,otism,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:21
CHRY100X-1RGKH1,otism,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:21
CHRY100X-1RGKH1,otism,Dreamweaver CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:21
CLMB100X-JF2SD2,stoffela,Photoshop CC,Microsoft Windows NT Workstation 10.0,3/27/2018 15:49
CLMB100X-JF2SD2,stoffela,Fireworks CS6,Microsoft Windows NT Workstation 10.0,3/27/2018 15:49
CLMB100X-JF2SD2,stoffela,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/27/2018 15:49
CLMB100X-JF2SD2,stoffela,InDesign CC,Microsoft Windows NT Workstation 10.0,3/27/2018 15:49
CLMB105X-JRVZXR,saracenim,Photoshop CC,Microsoft Windows NT Workstation 10.0,3/25/2018 20:07
CLMB106C-FHPB42,privjohn,Fuse CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Flash Builder Premium,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,After Effects CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Bridge CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Fireworks CS6,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Character Animator CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Premiere Pro CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Dreamweaver CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Illustrator CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Muse CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Photoshop CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB106C-FHPB42,privjohn,Audition CC,Microsoft Windows NT Workstation 10.0,1/26/2018 17:38
CLMB114X-JWFDZE,mtnguyen,Premiere Pro CC,Microsoft Windows NT Workstation 10.0,3/20/2018 1:05
CLMB114X-JWFDZE,mtnguyen,Photoshop CC,Microsoft Windows NT Workstation 10.0,3/20/2018 1:05
CLMB114X-JWFDZE,mtnguyen,After Effects CC,Microsoft Windows NT Workstation 10.0,3/20/2018 1:05
CLMB114X-JWFDZE,mtnguyen,Media Encoder CC,Microsoft Windows NT Workstation 10.0,3/20/2018 1:05
CLMB114X-JWFDZE,mtnguyen,Illustrator CC,Microsoft Windows NT Workstation 10.0,3/20/2018 1:05
CLMB200X-6VMY12,burnsd,InDesign CC,Microsoft Windows NT Workstation 6.1,3/26/2018 14:29
GARR202X-QVQQ32,severson,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 14:44
GARR202X-QVQQ32,severson,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 14:44
GARR202X-QVQQ32,severson,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 14:44
GARR300X-JWFEAB,milleben,InDesign CC,Microsoft Windows NT Workstation 6.1,3/16/2018 21:23
GARR300X-JWFEAB,milleben,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/16/2018 21:23
GARR300X-JWFEAB,milleben,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/16/2018 21:23
HUNT219X-D8CPL0,gregoryn,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:01
HUNT219X-D8CPL0,gregoryn,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:01
HUNT232B-D8FNL0,hunthauh,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 16:52
HUNT232B-D8FNL0,hunthauh,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 16:52
HUNT232X-D81QL0,dahlinc1,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/21/2018 15:17
HUNT232X-D81QL0,dahlinc1,InDesign CC,Microsoft Windows NT Workstation 6.1,3/21/2018 15:17
HUNT232X-D81QL0,dahlinc1,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/21/2018 15:17
LEML361X-DYLB42,frakesc,Photoshop CC,Microsoft Windows NT Workstation 6.1,2/15/2018 15:06
LOYA210X-JPYH49,ohnon,InDesign CC,Microsoft Windows NT Workstation 6.1,3/22/2018 23:25
LOYA210X-JPYH49,ohnon,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/22/2018 23:25
LOYA401X-WFSL52,beigid,Premiere Pro CC,Microsoft Windows NT Workstation 6.1,3/19/2018 19:27
LOYA401X-WFSL52,beigid,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 19:27
LOYA401X-WFSL52,beigid,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 19:27
LOYA401X-WFSL52,beigid,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 19:27
LOYA500X-J59VW5,silverb,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/18/2018 21:37
LOYA500X-J59VW5,silverb,Fireworks CS6,Microsoft Windows NT Workstation 6.1,3/18/2018 21:37
LOYA500X-J59VW5,silverb,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/18/2018 21:37
LOYA500X-J59VW5,silverb,InDesign CC,Microsoft Windows NT Workstation 6.1,3/18/2018 21:37
LYNN303C-1JMYY1,jphilpot,InDesign CC,Microsoft Windows NT Workstation 6.1,3/23/2018 18:02
LYNN303C-1JMYY1,jphilpot,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/23/2018 18:02
LYNN303C-1JMYY1,jphilpot,Premiere Pro CC,Microsoft Windows NT Workstation 6.1,3/23/2018 18:02
LYNN303C-1JMYY1,jphilpot,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/23/2018 18:02
OBRN100X-RZ5XZ1,theem,Premiere Pro CC,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
OBRN100X-RZ5XZ1,theem,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
OBRN100X-RZ5XZ1,theem,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
OBRN100X-RZ5XZ1,theem,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
OBRN100X-RZ5XZ1,theem,Dreamweaver CC,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
OBRN100X-RZ5XZ1,theem,Fireworks CS6,Microsoft Windows NT Workstation 6.1,3/19/2018 18:20
PAVL150X-8Z1RKP,camperag,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 15:17
PIGT312X-F5NB42,jugast,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/19/2018 16:06
PIGT312X-F5NB42,jugast,InDesign CC,Microsoft Windows NT Workstation 6.1,3/19/2018 16:06
PIGT312X-F5NB42,jugast,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/19/2018 16:06
USVC204X-L00003,anthonem,After Effects CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Dreamweaver CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Fuse CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Photoshop CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,InDesign CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Audition CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Illustrator CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Muse CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Premiere Pro CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Media Encoder CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Prelude CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
USVC204X-L00003,anthonem,Character Animator CC,Microsoft Windows NT Workstation 6.1,3/26/2018 18:08
